Event;SetupID;StepFrom;StepTo;T_decision;DecisionServerTime;FeatureShift;BarOpenTime_Shift1;BarCloseTime_Shift1;ATR_Shift1;ATRPct_Shift1;ADX_Shift1;DIPlus_Shift1;DIMinus_Shift1;PriceRef_Shift1;strict_before_check;C2M2_Decision;LatchStatus;Direction;Mode;Rule;SourceCommit;SpecVersion;Build
A;608;3;4;2015.10.02 09:11:01;2015.10.02 09:11:01;1;2015.10.02 09:10:00;2015.10.02 09:11:00;0.19;0.017387;40.1891;6.4330;30.2202;1107.15;true;ALLOW;FIRST;BUY;0;M0_COLLECT;061a1bb47c5bc7768f66cc9dec291d5c5e8b7135;C2_M2_M0_POPULATION_COLLECTION_V1;C2M2_M0COLLECT_V1
A;614;3;4;2015.10.08 06:19:19;2015.10.08 06:19:19;1;2015.10.08 06:18:00;2015.10.08 06:19:00;0.37;0.031985;34.6243;8.4825;31.2043;1141.95;true;ALLOW;FIRST;BUY;0;M0_COLLECT;061a1bb47c5bc7768f66cc9dec291d5c5e8b7135;C2_M2_M0_POPULATION_COLLECTION_V1;C2M2_M0COLLECT_V1
A;623;3;4;2015.10.14 09:48:27;2015.10.14 09:48:27;1;2015.10.14 09:47:00;2015.10.14 09:48:00;0.48;0.041116;61.0317;9.7340;48.0175;1167.44;true;ALLOW;FIRST;BUY;0;M0_COLLECT;061a1bb47c5bc7768f66cc9dec291d5c5e8b7135;C2_M2_M0_POPULATION_COLLECTION_V1;C2M2_M0COLLECT_V1
A;629;3;4;2015.10.22 12:44:25;2015.10.22 12:44:25;1;2015.10.22 12:43:00;2015.10.22 12:44:00;0.67;0.057524;26.0958;11.4676;31.3486;1166.03;true;ALLOW;FIRST;BUY;0;M0_COLLECT;061a1bb47c5bc7768f66cc9dec291d5c5e8b7135;C2_M2_M0_POPULATION_COLLECTION_V1;C2M2_M0COLLECT_V1
A;630;3;4;2015.10.23 11:20:42;2015.10.23 11:20:42;1;2015.10.23 11:19:00;2015.10.23 11:20:00;1.31;0.111799;32.7721;36.3087;10.8201;1174.65;true;ALLOW;FIRST;SELL;0;M0_COLLECT;061a1bb47c5bc7768f66cc9dec291d5c5e8b7135;C2_M2_M0_POPULATION_COLLECTION_V1;C2M2_M0COLLECT_V1
A;658;3;4;2015.11.27 14:00:00;2015.11.27 14:00:00;1;2015.11.27 12:59:00;2015.11.27 13:00:00;0.25;0.023758;44.0984;33.4247;24.7194;1065.97;true;ALLOW;FIRST;BUY;0;M0_COLLECT;061a1bb47c5bc7768f66cc9dec291d5c5e8b7135;C2_M2_M0_POPULATION_COLLECTION_V1;C2M2_M0COLLECT_V1
A;659;3;4;2015.12.02 13:20:20;2015.12.02 13:20:20;1;2015.12.02 13:19:00;2015.12.02 13:20:00;0.55;0.051977;48.3913;11.2402;42.9481;1061.52;true;ALLOW;FIRST;BUY;0;M0_COLLECT;061a1bb47c5bc7768f66cc9dec291d5c5e8b7135;C2_M2_M0_POPULATION_COLLECTION_V1;C2M2_M0COLLECT_V1
A;667;3;4;2015.12.11 01:39:11;2015.12.11 01:39:11;1;2015.12.11 01:38:00;2015.12.11 01:39:00;0.45;0.042274;69.7380;2.0853;36.8942;1066.84;true;ALLOW;FIRST;BUY;0;M0_COLLECT;061a1bb47c5bc7768f66cc9dec291d5c5e8b7135;C2_M2_M0_POPULATION_COLLECTION_V1;C2M2_M0COLLECT_V1
A;689;3;4;2016.02.16 06:53:56;2016.02.16 06:53:56;1;2016.02.16 06:52:00;2016.02.16 06:53:00;0.70;0.058406;47.6744;35.9816;8.9256;1200.65;true;ALLOW;FIRST;SELL;0;M0_COLLECT;061a1bb47c5bc7768f66cc9dec291d5c5e8b7135;C2_M2_M0_POPULATION_COLLECTION_V1;C2M2_M0COLLECT_V1
A;694;3;4;2016.02.18 20:47:05;2016.02.18 20:47:05;1;2016.02.18 20:46:00;2016.02.18 20:47:00;0.86;0.069210;40.7789;44.9660;8.6762;1238.99;true;ALLOW;FIRST;SELL;0;M0_COLLECT;061a1bb47c5bc7768f66cc9dec291d5c5e8b7135;C2_M2_M0_POPULATION_COLLECTION_V1;C2M2_M0COLLECT_V1
A;710;3;4;2016.03.02 02:54:24;2016.03.02 02:54:24;1;2016.03.02 02:53:00;2016.03.02 02:54:00;0.29;0.023653;35.7153;9.1580;24.3478;1226.06;true;ALLOW;FIRST;BUY;0;M0_COLLECT;061a1bb47c5bc7768f66cc9dec291d5c5e8b7135;C2_M2_M0_POPULATION_COLLECTION_V1;C2M2_M0COLLECT_V1
A;721;3;4;2016.03.17 01:21:07;2016.03.17 01:21:07;1;2016.03.17 01:20:00;2016.03.17 01:21:00;0.62;0.049224;54.6586;5.9054;38.8953;1256.00;true;ALLOW;FIRST;BUY;0;M0_COLLECT;061a1bb47c5bc7768f66cc9dec291d5c5e8b7135;C2_M2_M0_POPULATION_COLLECTION_V1;C2M2_M0COLLECT_V1
A;727;3;4;2016.03.23 04:08:37;2016.03.23 04:08:37;1;2016.03.23 04:07:00;2016.03.23 04:08:00;0.86;0.069377;43.2958;9.8264;55.6121;1239.61;true;ALLOW;FIRST;BUY;0;M0_COLLECT;061a1bb47c5bc7768f66cc9dec291d5c5e8b7135;C2_M2_M0_POPULATION_COLLECTION_V1;C2M2_M0COLLECT_V1
A;728;3;4;2016.03.28 00:18:20;2016.03.28 00:18:20;1;2016.03.28 00:17:00;2016.03.28 00:18:00;0.42;0.034699;49.0730;5.6699;46.8047;1212.57;true;ALLOW;FIRST;BUY;0;M0_COLLECT;061a1bb47c5bc7768f66cc9dec291d5c5e8b7135;C2_M2_M0_POPULATION_COLLECTION_V1;C2M2_M0COLLECT_V1
A;741;3;4;2016.04.13 03:00:00;2016.04.13 03:00:00;1;2016.04.13 01:59:00;2016.04.13 02:00:00;0.17;0.013681;30.5212;17.6162;22.0947;1253.60;true;ALLOW;FIRST;BUY;0;M0_COLLECT;061a1bb47c5bc7768f66cc9dec291d5c5e8b7135;C2_M2_M0_POPULATION_COLLECTION_V1;C2M2_M0COLLECT_V1
A;747;3;4;2016.04.19 00:07:21;2016.04.19 00:07:21;1;2016.04.19 00:06:00;2016.04.19 00:07:00;0.54;0.043619;21.7250;13.7202;32.7119;1228.83;true;ALLOW;FIRST;BUY;0;M0_COLLECT;061a1bb47c5bc7768f66cc9dec291d5c5e8b7135;C2_M2_M0_POPULATION_COLLECTION_V1;C2M2_M0COLLECT_V1
A;766;3;4;2016.05.09 09:42:03;2016.05.09 09:42:03;1;2016.05.09 09:41:00;2016.05.09 09:42:00;0.33;0.025812;24.3664;7.3194;22.1893;1277.50;true;ALLOW;FIRST;BUY;0;M0_COLLECT;061a1bb47c5bc7768f66cc9dec291d5c5e8b7135;C2_M2_M0_POPULATION_COLLECTION_V1;C2M2_M0COLLECT_V1
A;772;3;4;2016.05.12 13:25:33;2016.05.12 13:25:33;1;2016.05.12 13:24:00;2016.05.12 13:25:00;0.51;0.039945;31.0567;22.6996;17.4673;1274.89;true;ALLOW;FIRST;SELL;0;M0_COLLECT;061a1bb47c5bc7768f66cc9dec291d5c5e8b7135;C2_M2_M0_POPULATION_COLLECTION_V1;C2M2_M0COLLECT_V1
A;778;3;4;2016.05.19 12:23:44;2016.05.19 12:23:44;1;2016.05.19 12:22:00;2016.05.19 12:23:00;0.90;0.072454;44.2141;7.5979;34.9534;1248.73;true;ALLOW;FIRST;BUY;0;M0_COLLECT;061a1bb47c5bc7768f66cc9dec291d5c5e8b7135;C2_M2_M0_POPULATION_COLLECTION_V1;C2M2_M0COLLECT_V1
A;788;3;4;2016.06.09 23:32:43;2016.06.09 23:32:43;1;2016.06.09 23:31:00;2016.06.09 23:32:00;0.11;0.008355;55.3221;6.2105;38.1052;1268.63;true;ALLOW;FIRST;BUY;0;M0_COLLECT;061a1bb47c5bc7768f66cc9dec291d5c5e8b7135;C2_M2_M0_POPULATION_COLLECTION_V1;C2M2_M0COLLECT_V1
A;796;3;4;2016.06.23 22:06:41;2016.06.23 22:06:41;1;2016.06.23 22:05:00;2016.06.23 22:06:00;1.31;0.104773;35.9964;12.8779;21.8856;1252.47;true;ALLOW;FIRST;BUY;0;M0_COLLECT;061a1bb47c5bc7768f66cc9dec291d5c5e8b7135;C2_M2_M0_POPULATION_COLLECTION_V1;C2M2_M0COLLECT_V1
A;809;3;4;2016.07.10 22:52:23;2016.07.10 22:52:23;1;2016.07.10 22:51:00;2016.07.10 22:52:00;0.70;0.051053;47.2925;37.0197;4.8767;1373.57;true;ALLOW;FIRST;SELL;0;M0_COLLECT;061a1bb47c5bc7768f66cc9dec291d5c5e8b7135;C2_M2_M0_POPULATION_COLLECTION_V1;C2M2_M0COLLECT_V1
A;811;3;4;2016.07.21 00:12:28;2016.07.21 00:12:28;1;2016.07.21 00:11:00;2016.07.21 00:12:00;0.64;0.048591;33.8611;13.0604;28.6024;1311.96;true;ALLOW;FIRST;BUY;0;M0_COLLECT;061a1bb47c5bc7768f66cc9dec291d5c5e8b7135;C2_M2_M0_POPULATION_COLLECTION_V1;C2M2_M0COLLECT_V1
A;834;3;4;2016.08.17 04:52:55;2016.08.17 04:52:55;1;2016.08.17 04:51:00;2016.08.17 04:52:00;0.29;0.021413;75.6304;5.4788;35.8010;1343.82;true;ALLOW;FIRST;BUY;0;M0_COLLECT;061a1bb47c5bc7768f66cc9dec291d5c5e8b7135;C2_M2_M0_POPULATION_COLLECTION_V1;C2M2_M0COLLECT_V1
A;844;3;4;2016.08.25 12:08:07;2016.08.25 12:08:07;1;2016.08.25 12:07:00;2016.08.25 12:08:00;0.40;0.030259;42.7471;9.6913;24.9243;1322.74;true;ALLOW;FIRST;BUY;0;M0_COLLECT;061a1bb47c5bc7768f66cc9dec291d5c5e8b7135;C2_M2_M0_POPULATION_COLLECTION_V1;C2M2_M0COLLECT_V1
A;851;3;4;2016.09.01 07:07:33;2016.09.01 07:07:33;1;2016.09.01 07:06:00;2016.09.01 07:07:00;0.29;0.022401;35.8561;11.6751;47.1224;1306.88;true;ALLOW;FIRST;BUY;0;M0_COLLECT;061a1bb47c5bc7768f66cc9dec291d5c5e8b7135;C2_M2_M0_POPULATION_COLLECTION_V1;C2M2_M0COLLECT_V1
A;861;3;4;2016.09.12 01:24:38;2016.09.12 01:24:38;1;2016.09.12 01:23:00;2016.09.12 01:24:00;0.73;0.055072;34.6495;14.4841;31.5915;1325.99;true;ALLOW;FIRST;BUY;0;M0_COLLECT;061a1bb47c5bc7768f66cc9dec291d5c5e8b7135;C2_M2_M0_POPULATION_COLLECTION_V1;C2M2_M0COLLECT_V1
A;873;3;4;2016.09.21 12:21:39;2016.09.21 12:21:39;1;2016.09.21 12:20:00;2016.09.21 12:21:00;0.43;0.032645;31.3736;26.3506;22.7470;1324.87;true;ALLOW;FIRST;SELL;0;M0_COLLECT;061a1bb47c5bc7768f66cc9dec291d5c5e8b7135;C2_M2_M0_POPULATION_COLLECTION_V1;C2M2_M0COLLECT_V1
A;877;3;4;2016.09.28 07:26:53;2016.09.28 07:26:53;1;2016.09.28 07:25:00;2016.09.28 07:26:00;0.21;0.016045;28.1208;11.2272;22.6725;1322.81;true;ALLOW;FIRST;BUY;0;M0_COLLECT;061a1bb47c5bc7768f66cc9dec291d5c5e8b7135;C2_M2_M0_POPULATION_COLLECTION_V1;C2M2_M0COLLECT_V1
A;880;3;4;2016.10.04 12:25:11;2016.10.04 12:25:11;1;2016.10.04 12:24:00;2016.10.04 12:25:00;1.77;0.136245;60.3196;6.2587;44.0864;1299.13;true;ALLOW;FIRST;BUY;0;M0_COLLECT;061a1bb47c5bc7768f66cc9dec291d5c5e8b7135;C2_M2_M0_POPULATION_COLLECTION_V1;C2M2_M0COLLECT_V1
A;894;3;4;2016.10.19 09:22:33;2016.10.19 09:22:33;1;2016.10.19 09:21:00;2016.10.19 09:22:00;0.19;0.014990;37.3363;29.5986;9.4558;1264.20;true;ALLOW;FIRST;SELL;0;M0_COLLECT;061a1bb47c5bc7768f66cc9dec291d5c5e8b7135;C2_M2_M0_POPULATION_COLLECTION_V1;C2M2_M0COLLECT_V1
A;895;3;4;2016.10.21 02:35:40;2016.10.21 02:35:40;1;2016.10.21 02:34:00;2016.10.21 02:35:00;0.18;0.014111;64.9058;7.7808;29.1157;1263.17;true;ALLOW;FIRST;BUY;0;M0_COLLECT;061a1bb47c5bc7768f66cc9dec291d5c5e8b7135;C2_M2_M0_POPULATION_COLLECTION_V1;C2M2_M0COLLECT_V1
A;934;3;4;2016.12.12 01:00:00;2016.12.12 01:00:00;1;2016.12.09 21:59:00;2016.12.09 22:00:00;0.60;0.051621;27.7384;30.9233;25.4362;1158.94;true;ALLOW;FIRST;BUY;0;M0_COLLECT;061a1bb47c5bc7768f66cc9dec291d5c5e8b7135;C2_M2_M0_POPULATION_COLLECTION_V1;C2M2_M0COLLECT_V1
A;938;3;4;2016.12.15 00:30:43;2016.12.15 00:30:43;1;2016.12.15 00:29:00;2016.12.15 00:30:00;0.74;0.065113;54.0171;6.8646;32.2940;1136.87;true;ALLOW;FIRST;BUY;0;M0_COLLECT;061a1bb47c5bc7768f66cc9dec291d5c5e8b7135;C2_M2_M0_POPULATION_COLLECTION_V1;C2M2_M0COLLECT_V1
A;941;3;4;2016.12.20 08:28:42;2016.12.20 08:28:42;1;2016.12.20 08:27:00;2016.12.20 08:28:00;0.40;0.035630;30.1532;8.8418;25.4057;1132.48;true;ALLOW;FIRST;BUY;0;M0_COLLECT;061a1bb47c5bc7768f66cc9dec291d5c5e8b7135;C2_M2_M0_POPULATION_COLLECTION_V1;C2M2_M0COLLECT_V1
A;947;3;4;2016.12.28 05:22:49;2016.12.28 05:22:49;1;2016.12.28 05:21:00;2016.12.28 05:22:00;0.13;0.011666;23.9558;31.6786;13.6106;1142.22;true;ALLOW;FIRST;SELL;0;M0_COLLECT;061a1bb47c5bc7768f66cc9dec291d5c5e8b7135;C2_M2_M0_POPULATION_COLLECTION_V1;C2M2_M0COLLECT_V1
A;962;3;4;2017.01.19 14:48:06;2017.01.19 14:48:06;1;2017.01.19 14:47:00;2017.01.19 14:48:00;0.72;0.060074;31.0150;9.7025;32.8051;1198.11;true;ALLOW;FIRST;BUY;0;M0_COLLECT;061a1bb47c5bc7768f66cc9dec291d5c5e8b7135;C2_M2_M0_POPULATION_COLLECTION_V1;C2M2_M0COLLECT_V1
A;965;3;4;2017.01.20 10:00:17;2017.01.20 10:00:17;1;2017.01.20 08:59:00;2017.01.20 09:00:00;0.35;0.029404;31.8938;10.2307;22.9296;1202.21;true;ALLOW;FIRST;BUY;0;M0_COLLECT;061a1bb47c5bc7768f66cc9dec291d5c5e8b7135;C2_M2_M0_POPULATION_COLLECTION_V1;C2M2_M0COLLECT_V1
A;968;3;4;2017.01.25 14:20:33;2017.01.25 14:20:33;1;2017.01.25 14:19:00;2017.01.25 14:20:00;0.76;0.063304;62.3582;2.9842;37.7898;1197.79;true;ALLOW;FIRST;BUY;0;M0_COLLECT;061a1bb47c5bc7768f66cc9dec291d5c5e8b7135;C2_M2_M0_POPULATION_COLLECTION_V1;C2M2_M0COLLECT_V1
A;976;3;4;2017.01.31 12:00:14;2017.01.31 12:00:14;1;2017.01.31 11:59:00;2017.01.31 12:00:00;0.91;0.075675;72.9247;43.1804;2.3234;1204.16;true;ALLOW;FIRST;SELL;0;M0_COLLECT;061a1bb47c5bc7768f66cc9dec291d5c5e8b7135;C2_M2_M0_POPULATION_COLLECTION_V1;C2M2_M0COLLECT_V1
A;985;3;4;2017.02.10 16:27:44;2017.02.10 16:27:44;1;2017.02.10 16:26:00;2017.02.10 16:27:00;0.61;0.049914;43.7564;24.2725;8.7333;1232.13;true;ALLOW;FIRST;SELL;0;M0_COLLECT;061a1bb47c5bc7768f66cc9dec291d5c5e8b7135;C2_M2_M0_POPULATION_COLLECTION_V1;C2M2_M0COLLECT_V1
A;987;3;4;2017.02.14 12:36:09;2017.02.14 12:36:09;1;2017.02.14 12:35:00;2017.02.14 12:36:00;0.26;0.020779;25.7665;31.0926;10.8416;1229.62;true;ALLOW;FIRST;SELL;0;M0_COLLECT;061a1bb47c5bc7768f66cc9dec291d5c5e8b7135;C2_M2_M0_POPULATION_COLLECTION_V1;C2M2_M0COLLECT_V1
A;994;3;4;2017.02.21 00:25:09;2017.02.21 00:25:09;1;2017.02.21 00:24:00;2017.02.21 00:25:00;0.23;0.018755;64.1038;5.2229;32.5304;1235.69;true;ALLOW;FIRST;BUY;0;M0_COLLECT;061a1bb47c5bc7768f66cc9dec291d5c5e8b7135;C2_M2_M0_POPULATION_COLLECTION_V1;C2M2_M0COLLECT_V1
A;999;3;4;2017.03.02 13:30:19;2017.03.02 13:30:19;1;2017.03.02 13:29:00;2017.03.02 13:30:00;0.39;0.031842;49.3570;11.4007;28.1508;1238.92;true;ALLOW;FIRST;BUY;0;M0_COLLECT;061a1bb47c5bc7768f66cc9dec291d5c5e8b7135;C2_M2_M0_POPULATION_COLLECTION_V1;C2M2_M0COLLECT_V1
A;1006;3;4;2017.03.21 01:41:34;2017.03.21 01:41:34;1;2017.03.21 01:40:00;2017.03.21 01:41:00;0.59;0.047883;48.3536;7.4665;39.5279;1230.61;true;ALLOW;FIRST;BUY;0;M0_COLLECT;061a1bb47c5bc7768f66cc9dec291d5c5e8b7135;C2_M2_M0_POPULATION_COLLECTION_V1;C2M2_M0COLLECT_V1
A;1019;3;4;2017.04.05 16:49:30;2017.04.05 16:49:30;1;2017.04.05 16:48:00;2017.04.05 16:49:00;0.28;0.022490;38.9681;18.5655;27.1417;1246.11;true;ALLOW;FIRST;BUY;0;M0_COLLECT;061a1bb47c5bc7768f66cc9dec291d5c5e8b7135;C2_M2_M0_POPULATION_COLLECTION_V1;C2M2_M0COLLECT_V1
A;1021;3;4;2017.04.07 17:03:45;2017.04.07 17:03:45;1;2017.04.07 17:02:00;2017.04.07 17:03:00;1.08;0.085788;56.6382;6.6672;38.1432;1259.50;true;ALLOW;FIRST;BUY;0;M0_COLLECT;061a1bb47c5bc7768f66cc9dec291d5c5e8b7135;C2_M2_M0_POPULATION_COLLECTION_V1;C2M2_M0COLLECT_V1
A;1032;3;4;2017.04.25 08:05:40;2017.04.25 08:05:40;1;2017.04.25 08:04:00;2017.04.25 08:05:00;0.29;0.023228;24.4681;13.0060;42.1574;1270.00;true;ALLOW;FIRST;BUY;0;M0_COLLECT;061a1bb47c5bc7768f66cc9dec291d5c5e8b7135;C2_M2_M0_POPULATION_COLLECTION_V1;C2M2_M0COLLECT_V1
A;1033;3;4;2017.05.02 07:50:09;2017.05.02 07:50:09;1;2017.05.02 07:49:00;2017.05.02 07:50:00;0.51;0.040908;48.9046;4.8974;30.1459;1254.66;true;ALLOW;FIRST;BUY;0;M0_COLLECT;061a1bb47c5bc7768f66cc9dec291d5c5e8b7135;C2_M2_M0_POPULATION_COLLECTION_V1;C2M2_M0COLLECT_V1
A;1035;3;4;2017.05.04 13:00:00;2017.05.04 13:00:00;1;2017.05.04 11:59:00;2017.05.04 12:00:00;0.14;0.011302;14.8692;21.8557;17.1916;1234.35;true;ALLOW;FIRST;BUY;0;M0_COLLECT;061a1bb47c5bc7768f66cc9dec291d5c5e8b7135;C2_M2_M0_POPULATION_COLLECTION_V1;C2M2_M0COLLECT_V1
A;1042;3;4;2017.05.16 23:43:15;2017.05.16 23:43:15;1;2017.05.16 23:42:00;2017.05.16 23:43:00;0.55;0.044500;46.3297;34.1309;6.8243;1243.27;true;ALLOW;FIRST;SELL;0;M0_COLLECT;061a1bb47c5bc7768f66cc9dec291d5c5e8b7135;C2_M2_M0_POPULATION_COLLECTION_V1;C2M2_M0COLLECT_V1
A;1044;3;4;2017.05.17 19:54:02;2017.05.17 19:54:02;1;2017.05.17 19:53:00;2017.05.17 19:54:00;0.43;0.033828;29.9648;28.0896;21.3534;1260.05;true;ALLOW;FIRST;SELL;0;M0_COLLECT;061a1bb47c5bc7768f66cc9dec291d5c5e8b7135;C2_M2_M0_POPULATION_COLLECTION_V1;C2M2_M0COLLECT_V1
A;1052;3;4;2017.05.24 18:04:38;2017.05.24 18:04:38;1;2017.05.24 18:03:00;2017.05.24 18:04:00;1.44;0.114370;26.5698;29.7710;12.1413;1255.79;true;ALLOW;FIRST;SELL;0;M0_COLLECT;061a1bb47c5bc7768f66cc9dec291d5c5e8b7135;C2_M2_M0_POPULATION_COLLECTION_V1;C2M2_M0COLLECT_V1
A;1058;3;4;2017.06.01 13:08:35;2017.06.01 13:08:35;1;2017.06.01 13:07:00;2017.06.01 13:08:00;0.39;0.031119;28.7601;14.0485;33.3948;1262.91;true;ALLOW;FIRST;BUY;0;M0_COLLECT;061a1bb47c5bc7768f66cc9dec291d5c5e8b7135;C2_M2_M0_POPULATION_COLLECTION_V1;C2M2_M0COLLECT_V1
A;1059;3;4;2017.06.02 13:00:00;2017.06.02 13:00:00;1;2017.06.02 11:59:00;2017.06.02 12:00:00;0.13;0.010080;41.1937;18.6631;27.8964;1262.43;true;ALLOW;FIRST;SELL;0;M0_COLLECT;061a1bb47c5bc7768f66cc9dec291d5c5e8b7135;C2_M2_M0_POPULATION_COLLECTION_V1;C2M2_M0COLLECT_V1
A;1071;3;4;2017.06.19 19:44:28;2017.06.19 19:44:28;1;2017.06.19 19:43:00;2017.06.19 19:44:00;0.06;0.004943;44.6025;12.3218;28.2449;1244.22;true;ALLOW;FIRST;BUY;0;M0_COLLECT;061a1bb47c5bc7768f66cc9dec291d5c5e8b7135;C2_M2_M0_POPULATION_COLLECTION_V1;C2M2_M0COLLECT_V1
A;1075;3;4;2017.06.26 08:01:06;2017.06.26 08:01:06;1;2017.06.26 08:00:00;2017.06.26 08:01:00;0.21;0.016774;25.9519;15.5690;29.1469;1253.44;true;ALLOW;FIRST;BUY;0;M0_COLLECT;061a1bb47c5bc7768f66cc9dec291d5c5e8b7135;C2_M2_M0_POPULATION_COLLECTION_V1;C2M2_M0COLLECT_V1
A;1085;3;4;2017.07.06 08:33:10;2017.07.06 08:33:10;1;2017.07.06 08:32:00;2017.07.06 08:33:00;0.13;0.010743;15.0013;26.5624;28.1742;1224.05;true;ALLOW;FIRST;BUY;0;M0_COLLECT;061a1bb47c5bc7768f66cc9dec291d5c5e8b7135;C2_M2_M0_POPULATION_COLLECTION_V1;C2M2_M0COLLECT_V1
A;1091;3;4;2017.07.17 11:40:26;2017.07.17 11:40:26;1;2017.07.17 11:39:00;2017.07.17 11:40:00;0.30;0.024614;25.3107;43.6281;15.6232;1233.02;true;ALLOW;FIRST;SELL;0;M0_COLLECT;061a1bb47c5bc7768f66cc9dec291d5c5e8b7135;C2_M2_M0_POPULATION_COLLECTION_V1;C2M2_M0COLLECT_V1
A;1101;3;4;2017.08.03 11:37:04;2017.08.03 11:37:04;1;2017.08.03 11:36:00;2017.08.03 11:37:00;0.39;0.030942;48.2846;32.7198;16.1019;1265.28;true;ALLOW;FIRST;SELL;0;M0_COLLECT;061a1bb47c5bc7768f66cc9dec291d5c5e8b7135;C2_M2_M0_POPULATION_COLLECTION_V1;C2M2_M0COLLECT_V1
A;1104;3;4;2017.08.08 10:47:55;2017.08.08 10:47:55;1;2017.08.08 10:46:00;2017.08.08 10:47:00;0.17;0.013057;17.1547;28.8307;18.6039;1263.73;true;ALLOW;FIRST;SELL;0;M0_COLLECT;061a1bb47c5bc7768f66cc9dec291d5c5e8b7135;C2_M2_M0_POPULATION_COLLECTION_V1;C2M2_M0COLLECT_V1
A;1109;3;4;2017.08.14 11:09:41;2017.08.14 11:09:41;1;2017.08.14 11:08:00;2017.08.14 11:09:00;0.25;0.019499;38.1631;9.6603;35.9543;1279.58;true;ALLOW;FIRST;BUY;0;M0_COLLECT;061a1bb47c5bc7768f66cc9dec291d5c5e8b7135;C2_M2_M0_POPULATION_COLLECTION_V1;C2M2_M0COLLECT_V1
A;1110;3;4;2017.08.15 01:09:28;2017.08.15 01:09:28;1;2017.08.15 01:08:00;2017.08.15 01:09:00;0.32;0.025263;30.3342;16.0091;41.5155;1276.57;true;ALLOW;FIRST;BUY;0;M0_COLLECT;061a1bb47c5bc7768f66cc9dec291d5c5e8b7135;C2_M2_M0_POPULATION_COLLECTION_V1;C2M2_M0COLLECT_V1
A;1112;3;4;2017.08.16 06:23:40;2017.08.16 06:23:40;1;2017.08.16 06:22:00;2017.08.16 06:23:00;0.25;0.019893;63.8436;3.1438;37.5366;1271.81;true;ALLOW;FIRST;BUY;0;M0_COLLECT;061a1bb47c5bc7768f66cc9dec291d5c5e8b7135;C2_M2_M0_POPULATION_COLLECTION_V1;C2M2_M0COLLECT_V1
A;1123;3;4;2017.08.23 12:30:26;2017.08.23 12:30:26;1;2017.08.23 12:29:00;2017.08.23 12:30:00;0.39;0.029869;15.4838;26.0311;15.3757;1290.63;true;ALLOW;FIRST;SELL;0;M0_COLLECT;061a1bb47c5bc7768f66cc9dec291d5c5e8b7135;C2_M2_M0_POPULATION_COLLECTION_V1;C2M2_M0COLLECT_V1
A;1133;3;4;2017.08.31 01:43:03;2017.08.31 01:43:03;1;2017.08.31 01:42:00;2017.08.31 01:43:00;0.28;0.021511;55.7710;10.0218;37.6427;1305.17;true;ALLOW;FIRST;BUY;0;M0_COLLECT;061a1bb47c5bc7768f66cc9dec291d5c5e8b7135;C2_M2_M0_POPULATION_COLLECTION_V1;C2M2_M0COLLECT_V1
A;1136;3;4;2017.08.31 19:21:53;2017.08.31 19:21:53;1;2017.08.31 19:20:00;2017.08.31 19:21:00;0.44;0.033065;37.7114;30.7791;11.4718;1322.39;true;ALLOW;FIRST;SELL;0;M0_COLLECT;061a1bb47c5bc7768f66cc9dec291d5c5e8b7135;C2_M2_M0_POPULATION_COLLECTION_V1;C2M2_M0COLLECT_V1
A;1141;3;4;2017.09.10 22:00:01;2017.09.10 22:00:01;1;2017.09.08 20:58:00;2017.09.08 20:59:00;0.40;0.029958;13.8356;17.1185;21.2955;1346.06;true;ALLOW;FIRST;BUY;0;M0_COLLECT;061a1bb47c5bc7768f66cc9dec291d5c5e8b7135;C2_M2_M0_POPULATION_COLLECTION_V1;C2M2_M0COLLECT_V1
A;1155;3;4;2017.09.18 16:21:55;2017.09.18 16:21:55;1;2017.09.18 16:20:00;2017.09.18 16:21:00;0.26;0.020161;24.5104;10.1290;21.0803;1306.95;true;ALLOW;FIRST;BUY;0;M0_COLLECT;061a1bb47c5bc7768f66cc9dec291d5c5e8b7135;C2_M2_M0_POPULATION_COLLECTION_V1;C2M2_M0COLLECT_V1
A;1159;3;4;2017.09.21 07:08:01;2017.09.21 07:08:01;1;2017.09.21 07:07:00;2017.09.21 07:08:00;0.48;0.037069;43.8658;5.8502;20.6537;1293.54;true;ALLOW;FIRST;BUY;0;M0_COLLECT;061a1bb47c5bc7768f66cc9dec291d5c5e8b7135;C2_M2_M0_POPULATION_COLLECTION_V1;C2M2_M0COLLECT_V1
A;1207;3;4;2017.11.01 12:19:12;2017.11.01 12:19:12;1;2017.11.01 12:18:00;2017.11.01 12:19:00;0.93;0.073133;24.6744;15.7797;34.1430;1274.73;true;ALLOW;FIRST;BUY;0;M0_COLLECT;061a1bb47c5bc7768f66cc9dec291d5c5e8b7135;C2_M2_M0_POPULATION_COLLECTION_V1;C2M2_M0COLLECT_V1
A;1208;3;4;2017.11.02 22:30:16;2017.11.02 22:30:16;1;2017.11.02 22:29:00;2017.11.02 22:30:00;0.14;0.010823;30.4143;27.2424;10.7562;1277.34;true;ALLOW;FIRST;SELL;0;M0_COLLECT;061a1bb47c5bc7768f66cc9dec291d5c5e8b7135;C2_M2_M0_POPULATION_COLLECTION_V1;C2M2_M0COLLECT_V1
